STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
27,53,4,13,97,19,35,1,2,0,16,8,8,8,0,1,1,4,3,45,1,1,1,1,0,0,0,5,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,270110,19,4760,6,0000000,1
32,510,4,13,97,21,15,1,3,0,16,3,0,8,0,1,1,1,2,40,1,1,2,1,0,0,2,2,1,0,21,20,21,24,0,0,0,0,0,0,1,1,0,320048,0,50,HOTSPRINGS,0000000,1
34,11,4,13,97,17,45,2,2,0,15,4,0,12,2,1,1,1,2,50,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,340374,0,0,CR622,0000000,0
35,51,4,13,97,17,30,2,2,0,4,3,0,12,2,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,17,38,17,44,18,10,0,0,0,0,1,1,1,350081,305,0,187,0000000,0
36,59,4,13,97,17,35,1,1,0,14,6,0,42,0,1,4,9,9,99,1,1,9,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,1,0,360226,0,2600,stewart av,0000000,0
37,101,4,13,97,16,23,2,5,0,16,4,0,12,4,2,1,1,2,55,1,1,2,1,20,3,0,1,1,0,99,99,16,37,99,99,0,0,0,0,1,1,0,370276,99999,0,RP1116,0000000,0
39,25,4,13,97,18,7,2,4,0,4,3,0,12,2,1,1,1,2,55,2,2,2,2,40,3,0,1,2,0,99,99,99,99,99,99,0,0,0,0,1,1,0,390279,239,0,SR133,0000000,0
40,143,4,13,97,23,34,2,3,0,16,6,0,12,4,2,1,1,2,25,1,1,2,1,20,3,0,2,1,0,23,33,23,41,0,12,0,0,0,0,1,1,0,400160,0,4780,E KING ST,0000000,0
42,77,4,13,97,19,50,2,2,0,13,2,0,12,4,2,1,1,4,40,1,1,2,1,0,0,0,3,1,0,19,52,19,55,0,0,0,0,0,0,1,1,0,420264,106,110,222,0000000,0
44,3,4,13,97,21,24,1,1,0,3,3,0,30,0,1,4,1,2,35,1,2,2,2,0,0,0,2,1,0,21,28,21,39,22,30,0,0,0,0,1,1,1,440018,0,48,14,0000000,0
45,7,4,13,97,18,45,1,2,0,6,5,0,8,0,4,1,1,2,45,1,2,1,1,0,0,0,1,1,0,18,47,18,50,99,99,0,0,0,0,1,1,0,450183,0,0,DENVER RD,0000000,1
45,41,4,13,97,18,0,2,3,1,1,1,0,13,4,1,1,2,2,65,1,2,2,1,0,0,0,1,1,0,18,5,18,21,99,99,0,0,0,0,2,1,1,450188,99999,0,I95,0000000,0
45,47,4,13,97,17,25,2,2,0,6,6,0,12,4,1,1,1,2,35,2,3,2,1,0,0,0,1,1,0,17,33,17,42,99,99,0,0,0,0,1,1,0,450212,0,0,148,0000000,0
47,163,4,13,97,20,25,2,5,0,3,2,0,12,4,2,1,2,2,50,2,2,2,1,20,3,0,3,1,0,20,25,20,40,21,37,0,0,0,0,2,1,0,470243,31,250,SR37,0000000,0
47,43,4,13,97,19,5,1,1,0,3,3,0,27,0,1,4,1,2,55,1,2,2,1,0,0,0,1,1,0,19,10,19,17,0,0,0,0,0,0,1,1,0,470259,1,0,SR46,0000000,0
48,29,4,13,97,20,47,1,1,0,14,8,0,42,0,1,5,1,4,35,1,1,2,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,480730,81,1209,FM1535,0000000,0
48,427,4,13,97,20,20,3,5,1,2,2,0,12,4,2,1,1,4,55,1,1,2,2,3,3,0,3,2,0,20,40,21,20,22,0,0,0,0,0,1,1,0,480732,423,9997,83,0000000,0
48,453,4,13,97,16,50,4,5,0,16,5,0,12,1,3,1,2,3,35,1,1,2,1,3,3,0,1,1,0,16,50,16,53,99,99,0,0,0,0,1,1,0,480734,0,330,SCONGRESS,0000000,0
53,77,4,13,97,22,5,2,6,0,16,4,3,12,1,2,1,1,2,50,1,1,2,1,20,3,0,2,1,0,22,12,22,18,22,57,0,0,0,0,4,1,0,530120,35,0,50140,0000000,0
