STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
29,59,4,27,95,17,0,1,3,0,4,3,0,38,0,1,6,1,2,55,1,1,2,1,0,0,0,1,1,0,17,7,17,16,0,0,0,0,0,0,1,5,1,290236,20,0,RTH,0000000,0
29,153,4,27,95,20,55,3,3,0,4,3,0,12,1,1,1,1,2,55,1,2,2,1,0,0,0,2,1,0,21,1,21,13,0,0,0,0,0,0,1,5,0,290237,4,0,RTJ,0000000,2
36,111,4,27,95,18,41,2,5,0,6,5,0,12,4,1,1,1,2,35,1,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,360548,0,0,QUEENS HWY,0000000,0
40,131,4,27,95,16,20,1,1,1,11,1,0,24,0,1,4,2,2,55,1,2,2,1,40,3,0,1,1,1,16,15,16,19,16,56,0,0,0,0,1,5,0,400170,10,0,I44WILLROG,0000000,0
40,125,4,27,95,16,45,2,3,0,4,3,0,12,2,3,1,1,2,55,2,1,2,1,0,0,0,1,1,0,16,35,16,41,17,28,0,0,0,0,1,5,0,400171,105,0,18,0000000,0
42,29,4,27,95,20,25,2,4,1,2,3,0,12,4,2,1,1,2,55,1,1,1,1,0,0,0,2,1,0,20,26,20,35,20,52,0,0,0,0,1,5,0,420381,104,0,41,0000000,0
48,29,4,27,95,18,20,4,6,1,11,1,0,12,1,1,1,2,4,55,1,1,2,1,0,0,0,1,1,0,18,24,18,33,19,5,0,0,0,0,1,5,0,480748,219,6090,I410,0000000,0
48,29,4,27,95,20,58,1,2,0,16,5,0,8,0,4,1,1,2,30,1,1,2,1,0,0,2,3,1,0,20,58,21,3,21,59,0,0,0,0,1,5,1,480749,0,6090,VANDIVER,0000000,1
48,245,4,27,95,21,5,2,5,0,16,5,0,12,1,3,1,1,4,45,1,1,2,1,3,3,0,3,1,0,21,5,21,9,21,15,0,0,0,0,1,5,1,480750,0,490,11THST,0000000,0
48,499,4,27,95,18,35,2,2,0,4,8,0,12,4,2,1,1,2,55,1,1,2,1,20,3,0,1,1,0,18,40,18,56,99,99,0,0,0,0,1,5,0,480751,45,0,FM2088,0000000,0
48,85,4,27,95,21,30,1,2,0,5,8,0,32,0,1,4,1,2,55,1,1,2,1,0,0,0,2,1,0,21,35,21,43,22,40,0,0,0,0,1,5,1,480805,13,0,FM455,0000000,0
51,41,4,27,95,16,32,2,4,0,14,4,0,12,2,1,1,1,2,45,1,2,1,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,510231,70,0,RT754,0000000,0
51,75,4,27,95,19,2,2,2,0,4,3,0,12,4,1,1,1,2,55,1,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,5,0,510247,96,0,RT6,0000000,0
53,43,4,27,95,23,20,1,2,0,4,4,0,38,0,1,6,1,2,35,2,4,2,1,0,0,0,2,1,0,23,35,0,4,1,2,0,0,0,0,1,5,1,530212,130,0,9510,0000000,0
