STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
22,220181,1,1,0,1,1,1,1,51,1190,27,4,2014,1,20,57,0,14,3,SR-49 WILLIAMS BLVD,38TH ST,31,30.02518889,-90.23896944,0,8,0,0,2,2,0,1,3,1,0,1,0,0000000,20,58,99,99,88,88,0,0,0,1,0
22,220267,1,1,0,0,0,2,2,95,9898,27,4,2014,1,19,30,0,14,3,SR-44 RIVER ROAD,,406,30.03978889,-90.61723889,0,53,0,0,1,1,0,4,2,10,0,10,0,0000000,19,42,19,52,20,22,0,0,0,1,1
26,260333,1,1,0,0,0,2,2,163,4975,27,4,2014,1,21,41,0,14,4,CR-W ECORSE RD,,5,42.24778889,-83.53823333,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
29,290180,1,1,0,2,2,1,1,510,7080,27,4,2014,1,21,22,0,13,6,N GRAND BLVD,,8,38.65133333,-90.223775,0,8,0,0,1,1,0,1,2,2,10,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0
30,300036,1,1,0,0,0,1,1,43,0,27,4,2014,1,21,23,1,2,2,US-287,,578,46.54882778,-111.7538917,0,1,0,0,1,1,0,4,2,10,0,10,0,0000000,21,26,21,37,88,88,0,0,0,1,1
34,340090,1,1,0,2,2,1,1,7,3465,27,4,2014,1,20,20,0,13,4,CR-544,KRESSON RD,0,39.86901111,-74.94449167,0,8,0,0,2,2,0,1,5,1,0,1,0,0000000,20,25,20,35,20,59,0,0,0,1,0
34,340150,2,2,0,0,0,3,3,15,1814,27,4,2014,1,19,12,0,15,4,CR-635,PITMAN RD,0,39.73340278,-75.14825556,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,19,13,19,17,19,52,0,0,0,1,1
36,360209,1,1,0,0,0,1,1,123,9997,27,4,2014,1,17,1,0,6,5,ITALY HILL RD,,0,42.58359167,-77.25695833,0,1,0,0,1,1,0,4,1,10,0,10,0,0000000,17,2,17,8,88,88,0,0,0,1,1
36,360213,1,1,0,0,0,1,1,23,1643,27,4,2014,1,18,23,0,5,5,MCGRAW MARATHON RD,,0,42.56884167,-76.04083333,0,35,0,0,1,1,0,4,1,10,0,10,0,0000000,18,28,18,35,88,88,0,0,0,1,1
37,370317,1,1,0,0,0,1,1,51,0,27,4,2014,1,19,14,1,2,2,US-301,,0,34.94098889,-78.93363889,0,34,0,0,1,1,0,3,1,1,0,1,0,0000000,19,23,19,31,19,51,0,0,0,1,1
37,370358,1,1,0,0,0,1,1,129,5060,27,4,2014,1,22,11,0,16,6,WILSHIRE BLVD,,0,34.22365,-77.89589722,0,42,0,0,1,1,0,4,3,1,0,1,0,0000000,22,10,22,14,88,88,0,0,0,1,1
39,390175,2,2,0,0,0,3,3,145,6700,27,4,2014,1,17,52,1,13,2,US-23,28TH STREET,0,38.7571,-82.99105,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,17,54,17,59,18,38,0,0,0,1,1
39,390324,2,2,0,0,0,3,3,35,512,27,4,2014,1,16,52,0,16,6,LAKE RD,,0,41.50394444,-81.96791111,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,16,57,17,5,17,26,0,0,0,1,1
42,420251,1,1,0,0,0,2,2,83,0,27,4,2014,1,18,45,0,5,3,SR-3006 WESTLINE RD,,15,41.76601389,-78.74746667,0,24,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
45,450174,1,1,0,0,0,3,3,83,0,27,4,2014,1,23,35,0,4,3,SR-63,,0,34.87116667,-82.16585833,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1
48,480897,1,1,0,0,0,1,1,215,5330,27,4,2014,1,23,2,1,13,2,US-281/CAGE BLVD,,439,26.15781667,-98.19015,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,23,25,23,27,23,47,0,0,0,1,0
48,480899,1,1,0,0,0,1,1,441,30,27,4,2014,1,22,0,1,14,2,US-84/BU20/1ST,,18,32.45475,-99.81914444,0,1,0,0,1,1,0,3,2,1,0,1,0,0000000,99,98,99,98,88,88,13,0,0,1,0
48,480928,2,2,0,0,0,2,2,161,0,27,4,2014,1,19,0,0,4,8,FM 80/HOUSTON AVE,,7,31.86966944,-96.32226944,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,19,8,19,29,20,14,0,0,0,1,1
48,480931,1,1,0,0,0,2,2,381,0,27,4,2014,1,19,25,0,4,8,FM2186 HOLLYWOOD RD,,31,35.11735278,-102.0076639,0,32,0,0,1,1,0,4,1,6,1,6,0,0000000,99,99,99,99,99,99,0,0,0,1,0
48,480933,1,1,0,0,0,1,1,453,0,27,4,2014,1,19,8,0,15,8,RM2769 VOLENTE RD,,50,30.44591389,-97.86090278,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,99,98,99,98,88,88,0,0,0,1,1
48,480935,3,3,0,0,0,4,4,469,0,27,4,2014,1,22,15,1,2,2,US-59,BECK RD,71,28.86698611,-96.86265556,0,12,6,0,2,3,0,1,2,10,0,10,0,0000000,99,98,99,98,88,88,14,0,0,1,1
49,490057,1,1,0,1,1,1,1,35,1700,27,4,2014,1,23,1,1,13,3,SR-68,400 N,99998,40.77813333,-111.9394056,0,8,0,0,2,3,0,1,3,10,0,10,0,0000000,23,2,23,6,88,88,0,0,0,1,0
55,550092,1,1,0,0,0,2,2,9,412,27,4,2014,1,17,25,1,11,1,I-43 RAMP,SR-172,1807,44.45494167,-87.96637778,0,1,0,1,19,1,0,8,1,10,0,10,0,0000000,17,25,17,39,99,99,0,0,0,1,1
