STATE,COUNTY,MONTH,DAY,YEAR,HOUR,MINUTE,VE_FORMS,PERSONS,FED_AID,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,MILEPT,CITY,TWAY_ID,RAIL,PEDS
17,133,4,27,93,17,0,1,2,4,4,5,0,8,0,1,1,1,2,30,1,1,2,1,0,0,0,1,1,0,17,6,17,99,99,99,0,0,0,0,1,3,1,170278,0,8790,NO LAKE,0000000,1
22,117,4,27,93,19,20,1,2,4,4,3,0,43,0,1,5,1,2,55,1,1,2,1,0,0,0,5,1,0,19,23,19,31,19,54,0,0,0,0,1,3,1,220205,2239,0,10,0000000,0
22,71,4,27,93,19,50,1,2,5,16,6,0,8,0,1,1,4,2,35,1,1,2,1,0,0,2,5,1,0,19,56,20,0,20,25,0,0,0,0,1,3,0,220281,0,1690,NO RAMPART,0000000,1
28,65,4,27,93,17,26,1,4,5,6,4,0,42,0,1,6,1,2,50,2,3,2,1,0,0,0,1,1,0,17,33,17,40,17,47,0,0,0,0,1,3,0,280157,13,0,OLIVERBASS,0000000,0
29,91,4,27,93,23,40,1,2,4,4,3,0,1,0,1,4,1,2,55,2,2,2,1,0,0,0,2,1,0,23,51,0,7,0,0,0,0,0,0,1,3,1,290211,21,0,AD,0000000,0
34,3,4,27,93,17,25,2,3,3,14,4,0,12,4,4,1,1,2,50,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,3,0,340795,0,2480,CR62,0000000,0
37,51,4,27,93,21,16,1,2,3,15,6,0,8,0,1,1,1,6,45,1,1,2,1,0,0,0,3,1,0,99,99,21,22,99,99,0,0,0,0,1,3,0,370341,99999,1670,OWEN DR,0000000,1
39,1,4,27,93,16,30,1,2,2,3,3,0,32,0,1,5,1,2,55,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,3,0,390254,18,0,136,0000000,0
39,99,4,27,93,16,30,1,1,5,6,5,0,1,0,3,5,1,9,35,1,2,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,3,0,390283,0,0,SANDYLANE,0000000,0
39,149,4,27,93,18,5,1,2,4,4,3,0,1,0,1,5,1,2,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,3,0,390286,53,0,29,0000000,0
39,49,4,27,93,22,45,1,2,1,11,1,0,8,0,1,1,2,3,55,2,2,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,3,1,390344,182,1800,I71,0000000,1
41,29,4,27,93,22,22,1,3,2,3,3,0,8,0,1,1,1,2,40,1,1,2,1,0,0,0,2,1,0,22,22,22,28,0,0,0,0,0,0,1,3,0,410126,67,0,60,0000000,1
42,33,4,27,93,17,55,1,3,4,4,3,0,14,0,1,2,1,2,55,1,1,2,1,0,0,0,1,1,0,17,55,18,4,99,99,0,15,0,0,1,3,0,420505,56,0,253,0000000,2
42,17,4,27,93,20,58,1,2,2,13,3,0,8,0,2,1,3,2,45,1,1,1,1,3,3,0,3,1,0,20,59,21,2,21,29,0,0,0,0,1,3,0,420506,51,0,611,0000000,1
45,15,4,27,93,22,10,2,4,2,3,2,0,12,4,4,1,1,2,55,1,2,1,1,0,0,0,2,1,0,22,11,22,20,99,99,0,0,0,0,1,3,0,450213,69,0,17,0000000,0
45,69,4,27,93,16,45,2,2,5,6,4,0,12,2,1,1,1,2,55,1,1,1,1,0,0,0,1,1,0,17,4,99,99,99,99,0,0,0,0,1,3,0,450232,292,160,17,0000000,0
47,179,4,27,93,17,12,2,5,2,2,2,0,12,4,1,1,2,2,55,2,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,3,0,470272,88,0,SR34,0000000,0
51,179,4,27,93,22,25,1,2,2,3,2,0,8,0,1,1,3,4,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,3,0,510238,99,0,USRT1,0000000,1
53,69,4,27,93,23,10,2,2,2,2,3,0,12,2,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,23,6,23,8,23,55,0,0,0,0,1,3,1,530137,319,0,4,0000000,0
54,41,4,27,93,23,29,1,3,1,1,1,0,1,0,1,1,2,2,65,2,2,1,1,0,0,0,2,1,0,23,30,23,36,0,15,0,0,0,0,1,3,0,540083,975,0,I79,0000000,0
