STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_FORMS,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,RAIL,LATITUDE,LONGITUD
47,165,4,20,18,29,2,4,0,0,15,6,0,12,2,1,1,1,2,35,1,2,2,2,0,0,0,1,2,0,18,24,18,33,0,0,0,0,0,0,1,5,1,470372,1085,4,2000,CALDWELLDR,0000000,88888888,888888888
47,35,4,20,19,10,2,2,0,0,2,2,0,12,4,2,1,1,2,55,2,2,2,1,0,0,0,2,1,0,19,17,19,25,19,49,0,0,0,0,1,5,0,470397,0,227,2000,US-SR28,0000000,88888888,888888888
47,73,4,20,22,40,1,3,0,0,3,3,0,30,0,1,4,1,2,55,1,1,2,1,0,0,0,2,1,0,22,39,22,46,99,99,0,0,0,0,1,5,2,470398,0,87,2000,SR-66,0000000,88888888,888888888
48,1,4,20,17,45,2,3,0,0,3,2,0,12,1,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,17,46,17,55,99,99,0,0,0,0,1,5,0,480810,2170,107,2000,US-287,0000000,88888888,888888888
48,61,4,20,19,51,1,3,0,0,6,4,0,37,0,1,4,1,2,30,2,1,2,1,0,0,0,5,1,0,19,57,20,6,99,99,0,0,0,0,1,5,1,480811,0,0,2000,ESPINOZARD,0000000,88888888,888888888
48,135,4,20,20,55,2,5,0,1,13,2,0,13,2,1,1,2,2,55,1,1,2,1,0,0,0,3,1,0,21,5,21,8,99,99,0,0,0,0,1,5,1,480812,0,179,2000,US-385,0000000,88888888,888888888
48,161,4,20,17,5,1,3,0,1,1,1,0,27,0,1,4,2,2,70,1,1,2,1,0,0,0,1,1,0,17,7,17,17,99,99,0,0,0,0,1,5,0,480813,0,284,2000,I-45,0000000,88888888,888888888
48,203,4,20,19,10,1,2,1,0,16,5,0,9,0,1,1,1,2,30,1,1,2,1,0,0,2,1,1,0,19,12,19,16,99,99,0,0,0,0,1,5,0,480815,4360,0,2000,HAYESST,0000000,88888888,888888888
48,267,4,20,23,55,1,3,0,1,1,1,0,24,0,1,4,2,2,65,1,1,2,1,0,0,0,2,1,0,23,56,0,14,99,99,0,0,0,0,1,5,0,480816,0,83,2000,I-10,0000000,88888888,888888888
48,141,4,20,16,32,2,3,0,1,13,8,0,13,2,1,1,2,3,40,1,1,2,1,0,0,0,1,1,0,16,42,16,43,99,99,0,0,0,0,2,5,0,482139,2190,4,2000,FM76,0000000,88888888,888888888
54,107,4,20,16,49,1,2,1,0,13,3,0,43,0,1,4,2,2,35,1,1,2,1,0,0,0,1,1,0,16,49,16,52,17,27,0,0,0,0,1,5,0,540091,2670,194,2000,SR-14,0000000,88888888,888888888
54,39,4,20,21,25,2,5,0,1,1,1,0,12,1,1,1,3,2,70,1,2,2,1,0,0,0,2,1,0,21,28,21,37,22,27,0,0,0,0,2,5,2,540092,0,30,2000,I-79,0000000,88888888,888888888
55,79,4,20,20,10,1,3,1,1,13,6,0,8,0,2,1,1,6,35,1,1,1,2,20,3,0,3,2,0,20,13,20,18,20,45,0,0,0,0,1,5,0,550174,3100,0,2000,W OKLAHOMA AVE,0000000,88888888,888888888
55,25,4,20,17,45,1,1,0,0,13,6,0,42,0,1,3,2,2,40,1,2,2,2,0,0,0,1,1,0,17,45,17,49,18,7,0,0,0,0,1,5,0,550175,2780,0,2000,MINERAL POINT RD,0000000,88888888,888888888
55,79,4,20,20,7,1,2,1,0,14,6,0,8,0,2,1,1,3,30,1,1,2,2,3,3,0,3,2,0,20,10,20,12,20,32,0,0,0,0,1,5,0,550180,3100,0,2000,S 13TH ST,0000000,88888888,888888888
