STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,TWAY_ID2,RAIL,VE_FORMS,latitude,longitud
9,3,4,20,20,5,1,4,1,0,14,3,0,9,0,2,1,1,2,35,1,1,2,1,2,3,0,5,1,0,20,6,20,13,20,31,0,0,0,0,1,4,1,90041,555,5,2005,SR-372,SR-177,0000000,1,41.67000278,-72.87563611
12,9,4,20,23,37,1,1,0,0,16,6,0,30,0,1,6,2,2,35,1,1,2,1,0,0,0,3,1,0,23,37,23,41,99,99,0,0,0,0,1,4,1,120681,1990,99999,2005,BABCOCK ST,NASA BLVD,0000000,1,28.09214167,-80.62177778
12,83,4,20,18,10,2,2,0,0,6,4,0,12,5,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,18,12,18,20,99,99,0,0,0,0,1,4,0,120682,0,99999,2005,CR-318,NE 217TH PLACE,0000000,2,29.46486667,-82.22251111
12,115,4,20,20,52,1,2,1,0,6,4,0,9,0,1,2,1,2,35,1,1,2,1,28,3,0,2,1,0,20,53,20,57,99,99,0,0,0,0,1,4,1,120683,0,99999,2005,HONORE AVE,99999999999999999999,0000000,1,,
13,77,4,20,17,16,1,2,0,0,6,4,0,34,0,1,4,1,2,55,2,2,2,1,0,0,0,1,1,0,17,16,17,26,18,0,0,0,0,0,1,4,0,130308,0,37,2005,CO RD 21,99999999999999999999,0000000,1,33.44902222,-84.78200833
13,297,4,20,17,38,2,3,0,0,3,3,0,12,5,2,1,2,4,55,1,2,2,1,20,3,0,1,1,0,17,41,17,49,18,44,0,0,0,0,2,4,1,130310,0,56,2005,SR-10,LEE PETERS ROAD,0000000,2,33.82275833,-83.81835000
13,39,4,20,18,38,8,1,0,0,13,3,0,14,2,1,5,1,4,40,1,2,2,1,0,0,0,1,1,0,18,39,18,40,18,54,0,0,0,0,1,4,0,130412,4850,220,2005,SR-40,99999999999999999999,0000000,1,30.74544444,-81.56058333
15,1,4,20,19,23,3,5,0,1,3,3,0,12,8,1,1,1,2,55,1,2,2,1,0,0,0,2,1,0,19,29,19,38,20,4,0,0,0,0,1,4,1,150037,8300,83,2005,SR-19,99999999999999999999,0000000,3,19.80292500,-155.0992917
17,97,4,20,20,36,2,2,0,0,6,5,0,12,4,1,1,1,2,25,1,1,2,1,0,0,0,2,1,0,20,36,20,99,99,99,0,0,0,0,1,4,0,170306,0,0,2005,MILL RD,99999999999999999999,0000000,2,42.34952222,-87.98094167
18,151,4,20,18,10,1,1,0,0,4,3,0,42,0,1,6,1,2,55,1,2,2,1,0,0,0,1,1,0,18,15,18,24,99,99,0,0,0,0,1,4,0,180216,0,0,2005,SR- 4,99999999999999999999,0000000,1,41.52820000,-84.95704167
18,3,4,20,19,13,2,2,0,0,6,4,0,12,5,2,1,1,2,35,1,1,2,2,0,0,0,2,2,0,19,14,19,15,99,99,0,0,0,0,1,4,0,180323,1580,0,2005,RUDISILL,OLIVER,0000000,2,41.05006389,-85.12113333
19,153,4,20,20,15,2,3,0,1,2,2,0,12,5,2,1,2,4,35,1,1,1,1,3,3,0,3,1,0,20,18,20,22,20,42,0,0,0,0,1,4,0,190119,2260,0,2005,US-65,PARK AVE,0000000,2,41.55531111,-93.59684444
21,137,4,20,18,0,1,2,1,0,4,3,0,49,0,1,1,1,2,55,2,2,2,1,40,3,0,1,1,0,18,1,18,7,18,27,0,0,0,0,1,4,0,210214,0,116,2005,SR-39,00,0000000,1,37.33721944,-84.50522222
22,77,4,20,23,0,1,3,0,0,5,3,0,34,0,1,6,1,2,45,2,1,2,1,0,0,0,2,1,0,23,17,23,38,0,40,0,0,0,0,1,4,1,220192,0,320,2005,SR-977,99999999999999999999,0000000,1,30.53447222,-91.53511111
24,5,4,20,16,21,2,2,0,1,11,1,0,12,1,1,2,3,4,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,240109,0,271,2005,I-695,US-1,0000000,2,39.36962222,-76.51382500
24,5,4,20,18,5,4,7,0,1,11,1,0,12,4,1,1,2,4,55,1,1,2,1,0,0,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,240172,0,3,2005,I-83,CITY LINE,0000000,4,39.39708333,-76.66556944
25,5,4,20,22,41,1,1,0,0,14,8,0,33,0,1,2,1,2,30,1,1,2,1,0,0,0,3,1,0,22,45,22,50,23,12,0,0,0,0,1,4,0,250038,850,0,2005,BROWNELL AVE,KEMPTON ST,0000000,1,41.63618056,-70.95725833
25,27,4,20,17,5,2,2,0,0,14,3,0,12,4,1,1,1,2,30,2,1,2,1,0,0,0,1,1,0,99,99,99,99,0,0,0,0,0,0,1,4,1,250054,436,0,2005,SR-122A,99999999999999999999,0000000,2,42.17720833,-71.68306111
25,23,4,20,20,30,1,2,1,0,14,3,0,8,0,1,1,1,2,35,1,1,2,1,0,0,0,2,1,0,99,99,99,99,0,0,0,0,0,0,1,4,0,250067,1360,0,2005,SR-28,99999999999999999999,0000000,1,41.76558333,-70.68288333
25,23,4,20,20,33,1,1,0,0,15,8,0,33,0,1,4,1,2,35,1,2,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,250128,2,0,2005,ROCKLAND ST,99999999999999999999,0000000,1,42.10938333,-70.95863611
28,111,4,20,16,46,1,1,0,0,6,4,0,34,0,1,6,1,2,45,1,1,2,1,0,0,0,1,1,0,16,52,99,99,99,99,0,0,0,0,1,4,0,280221,0,6,2005,CENTERVILLE RD,99999999999999999999,0000000,1,31.10765000,-90.44656667
32,3,4,20,19,11,2,6,0,0,15,6,0,12,5,2,1,2,2,45,1,1,2,1,20,3,0,5,1,0,19,22,19,29,20,21,0,0,0,0,2,4,0,320039,0,0,2005,SPRING MOUNTAIN ROAD,CIMARRON ROAD,0000000,2,36.12568056,-115.2699278
36,43,4,20,22,20,1,1,0,1,1,1,0,24,0,1,4,2,2,65,2,2,2,2,0,0,0,2,2,0,22,25,22,35,99,99,0,0,0,0,1,4,0,360083,3290,99,2005,I-90,00,0000000,1,43.01683611,-74.81413333
37,65,4,20,20,35,1,1,0,0,5,4,0,32,0,1,2,1,2,45,2,2,2,2,0,0,0,2,1,0,20,38,20,54,0,0,0,0,0,0,1,4,1,370301,0,99999,2005,RP-1006,RP-1002,0000000,1,35.87861111,-77.79860000
37,71,4,20,16,34,1,3,0,0,16,6,0,42,0,1,2,1,2,35,1,2,2,1,0,0,0,1,1,0,16,34,16,41,17,0,0,0,0,0,2,4,1,370309,1800,99999,2005,SOUTH CLAY STREET,99999999999999999999,0000000,1,35.25948056,-81.19166667
37,183,4,20,20,3,2,2,0,0,4,3,0,12,8,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,370369,0,99999,2005,SR-55,FORKFIELD RD,0000000,2,35.56905556,-78.75481667
39,113,4,20,23,0,1,2,0,1,12,2,0,1,0,1,3,3,4,55,2,2,2,1,0,0,0,3,1,0,99,99,99,99,99,99,0,0,0,0,1,4,1,390379,2090,179,2005,US-35,SR-377,0000000,1,39.73007500,-84.14112500
41,33,4,20,24,0,3,4,2,1,1,1,0,14,3,1,2,2,2,55,1,2,2,1,0,0,0,2,1,0,0,15,0,25,0,49,0,0,0,0,1,4,0,410101,0,663,2005,I-5,0,0000000,1,42.56970556,-123.3726639
44,9,4,20,18,25,2,5,0,0,13,6,0,12,2,1,1,1,2,35,2,1,2,1,0,0,0,1,1,0,18,25,18,29,19,1,0,0,0,0,2,4,1,440019,137,0,2005,OCEAN ROAD,99999999999999999999,0000000,2,41.37792778,-71.48189444
45,41,4,20,19,10,4,4,0,1,2,2,0,12,1,1,1,1,2,55,1,1,2,1,0,0,0,5,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,450278,0,28.239990234,2005,US-378,SR-359,0000000,4,33.88710556,-79.52811111
47,79,4,20,22,20,1,1,0,0,6,4,0,42,0,1,4,1,2,55,1,2,2,1,0,0,0,2,1,0,99,99,99,99,0,0,0,0,0,0,1,4,1,470871,0,11,2005,SWOR RD,99999999999999999999,0000000,1,36.20758889,-88.17610278
47,163,4,20,17,16,2,2,0,1,13,3,0,12,5,2,1,1,2,35,1,1,2,1,3,3,0,1,1,0,99,99,99,99,99,99,0,0,0,0,1,4,0,470872,290,150,2005,SR-34,LAVINDER LN,0000000,2,36.57061111,-82.19613611
48,21,4,20,19,4,1,3,0,0,3,3,0,1,0,1,4,2,2,70,1,1,2,2,0,0,0,1,2,0,19,7,19,23,19,51,0,0,0,0,2,4,0,480776,0,288,2005,SR-71,00,0000000,1,29.98958889,-97.12423889
48,39,4,20,17,55,4,7,0,0,4,8,0,12,1,1,1,1,2,60,1,1,2,1,0,0,0,1,1,0,17,57,18,8,0,0,0,0,0,0,1,4,0,480777,0,72,2005,FM1462,00,0000000,4,29.36127222,-95.34388056
48,201,4,20,23,58,2,2,0,0,16,5,0,12,1,1,1,5,4,45,1,1,1,1,0,0,0,3,1,0,23,58,0,2,0,55,0,0,0,0,1,4,1,480779,480,0,2005,GARTH,00,0000000,2,29.78245000,-94.97854167
48,303,4,20,16,28,2,2,0,0,4,8,0,12,5,2,1,1,2,70,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,480780,0,110,2005,FM1585,1500,0000000,2,33.47613333,-101.9915944
48,349,4,20,19,0,1,2,0,0,6,4,0,1,0,1,4,1,2,60,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,480781,0,0,2005,1100,99999999999999999999,0000000,1,,
48,439,4,20,22,25,3,3,0,0,16,5,0,12,5,2,1,1,4,40,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,480782,6060,0,2005,BAILEYBOSWELL,WAGLEYROBERTSON,0000000,3,32.88293056,-97.37322500
49,5,4,20,17,20,2,3,0,0,3,3,0,12,5,1,1,1,4,60,1,2,2,3,0,0,0,1,4,0,17,19,17,26,17,58,0,0,0,0,1,4,0,490048,2080,120,2005,SR-89,99999999999999999999,0000000,2,41.81811667,-111.6188639
