STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
13,130302,1,1,0,0,0,1,1,179,105,20,4,2014,1,18,43,0,6,6,HILLARY LANE,,2,31.77429722,-81.62230556,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
16,160034,1,1,0,0,0,2,2,11,130,20,4,2014,1,17,55,0,6,8,265 NORTH RD,150 WEST RD,0,43.23465556,-112.3294889,0,1,0,0,1,1,0,4,1,1,0,1,0,0000000,17,57,18,3,99,99,0,0,0,1,0
16,160036,1,1,0,1,1,3,3,1,160,20,4,2014,1,18,22,0,14,6,USTICK KRD,JULLION ST,14,43.63393056,-116.3063528,0,9,0,0,8,1,0,1,1,1,0,1,0,0000000,18,28,18,30,99,99,0,0,0,1,0
17,170215,1,1,0,0,0,9,9,77,0,20,4,2014,1,19,10,0,6,5,ASH RD,,0,37.82047778,-89.45058333,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,7,10,99,99,99,99,0,0,0,1,1
17,170385,1,1,0,1,1,1,1,31,1670,20,4,2014,1,21,42,1,13,3,SR-64  (NORTH AVE),LUNA AVE,0,41.90939167,-87.76458889,0,8,0,0,3,2,0,1,3,1,0,1,0,0000000,21,48,99,99,99,99,0,0,0,1,0
18,180130,2,2,0,0,0,3,3,141,4580,20,4,2014,1,17,30,0,16,5,EDISON ST,BUTTERNUT RD,0,41.69332778,-86.32896389,0,12,6,0,3,3,0,1,1,1,0,1,0,0000000,17,31,17,39,99,99,0,0,0,1,0
18,180133,1,1,0,0,0,1,1,97,4600,20,4,2014,1,19,39,0,3,5,CR-ACTON RD,,0,39.63933611,-85.97120556,0,44,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
20,200085,2,2,0,0,0,8,8,87,4060,20,4,2014,1,16,31,1,2,3,SR-4,OSAGE RD,3648,39.40844444,-95.32916111,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,17,5,17,13,18,13,0,0,0,1,0
28,280159,2,2,0,0,0,2,2,121,2125,20,4,2014,1,17,12,1,2,2,US-49 NORTH,EAST FRONTAGE ROAD,0,32.24775278,-90.16292222,0,12,1,0,3,3,0,1,1,1,0,1,0,0000000,17,13,99,98,88,88,0,0,0,1,2
28,280160,1,1,0,0,0,1,1,47,1020,20,4,2014,1,18,51,1,1,1,I-10 WEST,,0,30.43512778,-89.08499167,0,1,0,0,1,1,0,4,5,1,0,1,0,0000000,18,51,19,0,88,88,0,0,0,1,1
28,280161,1,1,0,0,0,1,1,3,0,20,4,2014,1,19,29,1,2,2,US-45 SOUTH,,99998,34.80986111,-88.55970833,0,32,0,0,1,1,0,4,5,1,0,1,0,0000000,19,29,19,39,20,0,0,0,0,1,0
35,350077,1,1,0,0,0,1,1,13,669,20,4,2014,1,23,30,0,5,3,SR-390,,10,32.70793611,-107.2344944,0,34,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
36,360179,2,2,0,0,0,3,3,51,6822,20,4,2014,1,19,33,0,6,5,YORK RD W,,0,42.87193889,-77.92235833,0,12,1,0,1,1,0,1,1,1,0,1,0,0000000,19,34,19,37,20,52,0,0,0,1,0
36,360186,1,1,0,0,0,1,1,79,5066,20,4,2014,1,17,45,0,16,5,WOOD ST,,0,41.36820278,-73.79875278,0,17,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
37,370305,1,1,0,0,0,1,1,171,0,20,4,2014,1,16,55,0,3,3,SR-2018,,0,36.42579167,-80.54571111,0,23,0,0,1,1,0,4,1,1,0,1,0,0000000,16,55,17,4,99,99,0,0,0,1,1
40,400206,2,2,0,0,0,6,6,23,0,20,4,2014,1,21,0,1,2,2,US-271,CR-2120,53,33.93996667,-95.52355556,0,12,6,0,2,2,0,1,2,2,0,2,0,0000000,20,59,21,7,21,42,0,0,0,4,1
41,410104,1,1,0,1,1,1,1,35,0,20,4,2014,1,19,17,0,6,4,CR-ROSEWOOD LN,,2,42.49538333,-121.511475,0,8,0,0,1,1,0,1,2,98,0,98,0,0000000,99,99,99,99,88,88,0,0,0,1,1
48,480865,1,1,0,0,0,1,1,39,4306,20,4,2014,1,18,10,0,16,5,MASTERS RD,,0,29.445325,-95.36358889,0,24,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
48,480869,2,2,0,0,0,3,3,217,0,20,4,2014,1,21,30,1,1,1,I-35E,,212,32.10035556,-97.016175,0,12,1,0,1,1,0,1,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,2,0
48,480874,1,1,0,1,1,1,1,439,2450,20,4,2014,1,20,47,1,12,3,SR-360,,70,32.82465556,-97.0613,0,8,0,0,1,1,0,1,2,2,0,2,0,0000000,99,98,99,98,88,88,0,0,0,1,0
48,480875,1,1,0,0,0,6,6,479,3899,20,4,2014,1,17,1,1,13,2,US-83,,43,27.45863611,-99.47719167,0,1,0,0,1,1,0,4,1,10,0,10,0,0000000,16,59,17,10,17,23,20,0,0,1,0
48,480972,1,1,0,0,0,2,2,53,0,20,4,2014,1,19,5,0,6,4,CR-123,CR-120 FAIRLAND RD,0,30.64336944,-98.34186389,0,38,0,0,3,3,0,4,1,1,0,1,0,0000000,19,10,19,15,21,5,0,0,0,1,0
51,510171,1,1,0,0,0,1,1,133,0,20,4,2014,1,18,17,0,6,4,CR-604,,120,37.90645278,-76.36903889,0,42,0,0,1,1,0,4,1,1,10,10,0,0000000,18,17,18,24,88,88,0,0,0,1,0
55,550084,3,3,0,0,0,3,3,105,0,20,4,2014,1,19,57,0,13,2,US-14,,0,42.70884444,-88.95803056,0,12,2,0,1,1,0,1,5,1,0,1,0,0000000,19,57,20,3,20,27,0,0,0,2,0
